Query_number,doc_number
193581,99999
193581,1
193581,10
559198,99999
559198,1
559198,10
613852,99999
613852,1
613852,10
390484,474235
390484,87187
390484,10618
656250,290385
656250,134640
656250,474911
407131,274915
407131,429344
407131,15728
742822,469062
742822,345227
742822,433312
606944,99999
606944,1
606944,10
1097508,408608
1097508,405273
1097508,248507
433691,99999
433691,1
433691,10
701335,60011
701335,256564
701335,261054
217246,103683
217246,208582
217246,289386
455776,99999
455776,1
455776,10
723144,258408
723144,219575
723144,202904
409143,276013
409143,436398
409143,297172
444790,172668
444790,32429
444790,238230
408765,233847
408765,315919
408765,53227
515335,223005
515335,396203
515335,60944
758074,421084
758074,98420
758074,405527
483795,83420
483795,275824
483795,483833
591898,3923
591898,439293
591898,320042
468762,42891
468762,411894
468762,244560
462301,271767
462301,304514
462301,907
580411,108712
580411,201656
580411,404778
1097469,252845
1097469,494723
1097469,356638
450921,235628
450921,258627
450921,60576
632394,464706
632394,145549
632394,461246
1097461,319089
1097461,318295
1097461,247811
557157,460744
557157,274915
557157,262912
406576,147462
406576,185702
406576,32533
543849,110548
543849,44393
543849,106693
60677,50408
60677,292312
60677,354966
1097448,359108
1097448,146050
1097448,210937
663006,378686
663006,14161
663006,101400
129229,341333
129229,435272
129229,304989
539957,436516
539957,142544
539957,437306
615383,117518
615383,55915
615383,308790
152598,462951
152598,93691
152598,143060
1097438,270992
1097438,315577
1097438,364956
448976,79240
448976,258408
448976,219575
756949,99999
756949,1
756949,10
719411,474235
719411,87187
719411,10618
562827,93538
562827,499843
562827,494848
70709,308696
70709,433203
70709,490685
575616,489073
575616,313666
575616,440084
387848,237049
387848,259997
387848,92380
539601,166055
539601,375196
539601,126852
463373,48788
463373,452598
463373,111082
724872,21917
724872,30741
724872,334671
483521,99999
483521,1
483521,10
257885,378003
257885,222631
257885,82850
566335,151684
566335,483930
566335,489356
523621,250975
523621,21175
523621,94822
466640,34958
466640,113800
466640,35583
704236,468165
704236,27870
704236,491492
619087,395056
619087,130595
619087,471885
1097386,186477
1097386,232007
1097386,100553
184105,431153
184105,110083
184105,52002
1097373,132934
1097373,21806
1097373,220532
180902,154768
180902,328877
180902,187108
675320,393871
675320,243457
675320,445492
643572,258408
643572,219575
643572,202904
709560,146136
709560,129557
709560,58651
1097359,201977
1097359,25711
1097359,176173
593732,46579
593732,286588
593732,306491
453220,322872
453220,501399
453220,339106
696404,490431
696404,19270
696404,463630
463443,262223
463443,322064
463443,235217
591940,201783
591940,277438
591940,404097
577813,295621
577813,132189
577813,128441
558263,203378
558263,483913
558263,230412
442525,142266
442525,284967
442525,481721
610940,235628
610940,258627
610940,60576
167229,170351
167229,7004
167229,46912
433220,272654
433220,463318
433220,155391
704072,242009
704072,199533
704072,442823
1097317,249384
1097317,128709
1097317,219881
732631,488862
732631,18242
732631,185712
340712,237216
340712,498802
340712,111996
755040,22554
755040,7196
755040,212435
454018,386743
454018,322414
454018,186004
1097314,283584
1097314,373293
1097314,92832
569674,291
569674,128103
569674,229735
172062,151569
172062,352115
172062,96291
587524,325870
587524,297486
587524,331851
372070,160839
372070,345690
372070,45422
419692,99999
419692,1
419692,10
1097304,292712
1097304,414273
1097304,65554
1097298,499395
1097298,305005
1097298,65104
471705,99999
471705,1
471705,10
503381,299711
503381,472581
503381,267315
400696,385768
400696,70619
400696,68342
731759,99999
731759,1
731759,10
666694,285343
666694,375328
666694,269812
456016,358573
456016,318616
456016,414709
701390,323631
701390,71239
701390,23162
559959,99999
559959,1
559959,10
699873,99999
699873,1
699873,10
704398,99999
704398,1
704398,10
743046,22293
743046,43718
743046,34903
717845,99999
717845,1
717845,10
499904,254576
499904,488644
499904,120467
463133,99999
463133,1
463133,10
455659,136838
455659,245043
455659,200790
610056,99999
610056,1
610056,10
398258,70253
398258,331799
398258,449793
669979,451380
669979,453941
669979,84147
487279,389117
487279,393848
487279,296730
736347,99999
736347,1
736347,10
653041,218326
653041,437835
653041,294413
459948,265469
459948,425396
459948,124905
417040,432328
417040,23324
417040,88680
400692,153091
400692,375356
400692,418527
740762,254906
740762,73351
740762,262315
738165,11330
738165,230311
738165,283773
556489,236748
556489,435625
556489,368905
571954,302782
571954,378743
571954,33293
167994,99999
167994,1
167994,10
648877,110766
648877,208792
648877,26768
592495,119059
592495,352050
592495,429698
735387,99999
735387,1
735387,10
1097242,99999
1097242,1
1097242,10
703268,270281
703268,393338
703268,172106
480932,273177
480932,168294
480932,59020
1097236,349322
1097236,327212
1097236,386019
6217,112394
6217,449632
6217,157095
741392,371983
741392,11581
741392,212096
602957,99999
602957,1
602957,10
528760,332636
528760,236376
528760,27210
1097223,413542
1097223,202408
1097223,114921
412352,321333
412352,273557
412352,155008
709936,424974
709936,302064
709936,107228
616045,127449
616045,63590
616045,124757
437914,74497
437914,177056
437914,26680
732618,76961
732618,173327
732618,97761
715189,333026
715189,288183
715189,164023
189115,60011
189115,256564
189115,261054
1097213,488862
1097213,18242
1097213,185712
446834,84746
446834,225903
446834,204197
392936,87691
392936,479392
392936,188354
515317,449423
515317,61264
515317,174042
710297,99999
710297,1
710297,10
426442,481597
426442,473936
426442,205758
718444,121202
718444,217659
718444,289570
565696,199285
565696,383680
565696,282443
1097195,274398
1097195,496920
1097195,391529
587674,278732
587674,481684
587674,496674
495680,235628
495680,258627
495680,60576
510867,431930
510867,132386
510867,327993
679390,304152
679390,144264
679390,303045
588829,289747
588829,359891
588829,221680
432874,465539
432874,50767
432874,168628
470611,329659
470611,288006
470611,81492
424092,128468
424092,86919
424092,242827
753479,499720
753479,173728
753479,220864
412597,138237
412597,44539
412597,62862
406181,53350
406181,136199
406181,183547
632825,371899
632825,494410
632825,243840
417404,409272
417404,80204
417404,396023
674702,474235
674702,87187
674702,10618
15063,296313
15063,40612
15063,274906
496276,296281
496276,204085
496276,498325
1097154,214166
1097154,169654
1097154,6220
687632,99999
687632,1
687632,10
147542,161846
147542,463123
147542,319607
511101,417491
511101,221070
511101,367741
523952,99999
523952,1
523952,10
489513,99999
489513,1
489513,10
685091,377421
685091,92624
685091,219534
565868,267052
565868,246782
565868,246072
594930,98201
594930,347211
594930,450781
1097135,107182
1097135,407635
1097135,182976
735895,99999
735895,1
735895,10
548254,99999
548254,1
548254,10
748997,404712
748997,88546
748997,85295
627085,207127
627085,487701
627085,413704
695238,99999
695238,1
695238,10
1097119,108269
1097119,342718
1097119,247882
422624,99999
422624,1
422624,10
1097118,362844
1097118,191632
1097118,300203
519145,295783
519145,444332
519145,52518
395038,258408
395038,219575
395038,202904
592192,99999
592192,1
592192,10
1097100,454353
1097100,245265
1097100,130350
608557,99999
608557,1
608557,10
1097093,178920
1097093,79547
1097093,101128
611152,99999
611152,1
611152,10
742667,99999
742667,1
742667,10
1097087,137001
1097087,419989
1097087,499787
423608,99999
423608,1
423608,10
448975,258408
448975,219575
448975,202904
514767,23802
514767,87441
514767,39841
727551,99999
727551,1
727551,10
1097066,94339
1097066,196516
1097066,366612
678176,192576
678176,131280
678176,273360
432602,99999
432602,1
432602,10
606117,99999
606117,1
606117,10
27743,353425
27743,203246
27743,427462
694063,99999
694063,1
694063,10
1097040,72352
1097040,188306
1097040,366187
485287,338809
485287,320313
485287,296952
610898,99999
610898,1
610898,10
637208,289374
637208,205671
637208,54651
517245,57248
517245,467771
517245,344508
648119,258408
648119,219575
648119,202904
1097027,14154
1097027,201491
1097027,243290
39360,460979
39360,33223
39360,361210
537526,120403
537526,283827
537526,72540
1097023,306867
1097023,32453
1097023,313322
707670,5015
707670,413411
707670,13207
1097014,78162
1097014,228575
1097014,63222
261098,336798
261098,427383
261098,446452
517117,291018
517117,332976
517117,4818
604673,484418
604673,242619
604673,222809
19940,117914
19940,322847
19940,201718
1096998,115527
1096998,155332
1096998,373723
479284,384781
479284,381270
479284,276013
646354,258408
646354,219575
646354,202904
691141,33890
691141,456266
691141,230184
73788,238674
73788,402391
73788,126961
601624,165870
601624,446713
601624,356961
330560,160917
330560,286849
330560,87632
568841,477627
568841,108410
568841,350084
594831,475231
594831,133546
594831,295027
1096964,480595
1096964,370287
1096964,442833
442673,164914
442673,180279
442673,174668
703211,180726
703211,246168
703211,2523
138640,99999
138640,1
138640,10
457622,300365
457622,106464
457622,419019
1096958,471819
1096958,476169
1096958,277408
750487,141420
750487,8186
750487,28801
459481,485143
459481,446346
459481,56960
558448,26799
558448,272711
558448,326930
189312,436018
189312,238440
189312,139891
755465,399082
755465,134458
755465,453484
733422,164582
733422,176524
733422,160906
404713,74955
404713,120709
404713,182896
663820,154114
663820,444076
663820,352931
1096947,111225
1096947,294729
1096947,255706
1096945,463614
1096945,44682
1096945,332375
418063,355047
418063,126925
418063,459461
507381,161817
507381,386306
507381,157037
1096944,461341
1096944,18581
1096944,200889
688739,97504
688739,121557
688739,260509
436844,468492
436844,297027
436844,499953
605169,402798
605169,45940
605169,187549
428113,209929
428113,13481
428113,472091
48417,293427
48417,353232
48417,328057
745559,99999
745559,1
745559,10
716641,269031
716641,436379
716641,139041
469873,500321
469873,271585
469873,161476
509907,248652
509907,65033
509907,235089
263889,336798
263889,427383
263889,254702
727837,16475
727837,130807
727837,73925
54843,316714
54843,499787
54843,266533
407102,371843
407102,76470
407102,212297
420304,397701
420304,70186
420304,308738
634583,451612
634583,331441
634583,112992
1096911,242734
1096911,167824
1096911,150465
416846,23760
416846,494654
416846,2094
655057,305862
655057,142759
655057,453400
512405,99999
512405,1
512405,10
568649,296575
568649,3537
568649,40148
478359,99999
478359,1
478359,10
653187,494445
653187,241552
653187,492602
445494,262223
445494,322064
445494,235217
559018,111969
559018,310240
559018,100248
91345,99999
91345,1
91345,10
690010,349520
690010,105934
690010,121722
754191,14120
754191,42547
754191,362663
476807,99999
476807,1
476807,10
112318,269750
112318,7987
112318,209192
708904,258408
708904,219575
708904,202904
1096887,16363
1096887,361947
1096887,411023
1096886,353237
1096886,268888
1096886,380516
467597,343164
467597,261179
467597,452594
592601,491306
592601,442401
592601,243353
585344,238487
585344,398758
585344,172133
679360,149954
679360,49281
679360,20777
757644,81000
757644,51661
757644,402279
415500,199567
415500,36893
415500,220653
635058,258408
635058,219575
635058,202904
474873,26622
474873,175651
474873,396440
622100,209179
622100,411915
622100,151593
685177,379444
685177,192056
685177,309013
299023,476169
299023,471819
299023,277408
333700,192190
333700,392390
333700,62004
427086,190350
427086,184213
427086,394179
1096870,91861
1096870,168926
1096870,350304
580313,477932
580313,399679
580313,19361
256783,384633
256783,52794
256783,418410
733186,383473
733186,131772
733186,234734
747345,81000
747345,51661
747345,402279
1096866,186477
1096866,232007
1096866,100553
684977,185782
684977,12403
684977,447595
387864,242720
387864,73613
387864,71107
488676,99999
488676,1
488676,10
575268,310269
575268,325777
575268,198836
613318,29484
613318,465476
613318,12872
570068,410249
570068,246875
570068,388508
147166,169532
147166,65746
147166,207058
1096850,452193
1096850,54862
1096850,419035
747720,384664
747720,86735
747720,294304
711682,286823
711682,215720
711682,163357
643561,419751
643561,365632
643561,233101
1096840,67276
1096840,297963
1096840,488754
497132,98507
497132,455003
497132,333450
1096830,383428
1096830,40639
1096830,395768
290779,192275
290779,332893
290779,169867
1096827,8946
1096827,80079
1096827,24957
256192,347434
256192,18592
256192,401927
635237,40483
635237,21327
635237,332851
691507,300120
691507,230140
691507,347186
1096823,408667
1096823,295238
1096823,349322
402417,277637
402417,248600
402417,237287
636853,258408
636853,219575
636853,202904
469535,152792
469535,264292
469535,63440
639163,460269
639163,175973
639163,124586
581521,15945
581521,150022
581521,188316
751778,99999
751778,1
751778,10
386653,52079
386653,400519
386653,381610
424509,366234
424509,192033
424509,309683
454258,472120
454258,15613
454258,274340
554511,29959
554511,7911
554511,438307
453270,99999
453270,1
453270,10
586916,13017
586916,254629
586916,401402
478827,359995
478827,492743
478827,349616
1096787,496633
1096787,196810
1096787,296945
656371,199824
656371,30247
656371,294911
477648,99999
477648,1
477648,10
649640,50492
649640,410588
649640,316658
1096776,391159
1096776,35095
1096776,308276
365044,59664
365044,145380
365044,489466
585680,180137
585680,93907
585680,30262
524722,130766
524722,406874
524722,184079
685591,198673
685591,300365
685591,298894
497360,161057
497360,310005
497360,357938
489374,64787
489374,305437
489374,211811
568895,250282
568895,320124
568895,482409
682105,321797
682105,475746
682105,216328
476483,301095
476483,113860
476483,402079
634126,120391
634126,164679
634126,32313
413040,59664
413040,145380
413040,489466
735343,459682
735343,60562
735343,200454
433549,373534
433549,68448
433549,464056
1288,99999
1288,1
1288,10
494730,114085
494730,351757
494730,442310
659929,172668
659929,32429
